student_id,math_score,reading_score,performance_category,passed,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental_level_of_education_bachelor's degree,parental_level_of_education_high school,parental_level_of_education_master's degree,parental_level_of_education_some college,parental_level_of_education_some high school,lunch_standard,test_preparation_course_none,prep_parent_edu_completed_bachelor's degree,prep_parent_edu_completed_high school,prep_parent_edu_completed_master's degree,prep_parent_edu_completed_some college,prep_parent_edu_completed_some high school,prep_parent_edu_none_associate's degree,prep_parent_edu_none_bachelor's degree,prep_parent_edu_none_high school,prep_parent_edu_none_master's degree,prep_parent_edu_none_some college,prep_parent_edu_none_some high school,prep_lunch_completed_standard,prep_lunch_none_free/reduced,prep_lunch_none_standard
13,-0.07185511794548592,0.8107372828519923,Good,1,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
14,0.7859194764450727,0.19399858403803502,Good,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
15,-1.0615950345499765,-1.1080053356803194,Average,0,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
16,0.19207552648237824,0.3995781503093541,Good,1,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
17,1.445746087514733,1.35894945957551,Excellent,1,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
18,-3.1730401899728897,-2.547062299579553,Poor,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
19,-1.3255256789778407,-1.861797078675156,Average,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
20,-0.7976643901221123,-0.7653727252281208,Average,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
21,-0.005872456838519888,-0.0115809822332841,Good,1,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
22,-0.07185511794548592,0.3995781503093541,Good,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
23,-1.4574910011917728,-1.0394788135898796,Average,0,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
24,0.19207552648237824,0.26252510612847474,Good,1,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
25,0.5219888320172085,0.1254720619475953,Good,1,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
26,0.45600617091024237,0.33105162821891443,Good,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
27,0.19207552648237824,-1.0394788135898796,Average,0,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
28,0.060110204268446155,-0.0115809822332841,Good,1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
29,0.2580581875893443,0.05694553985715561,Good,1,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
30,-0.26980310126638407,0.05694553985715561,Good,1,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
31,0.19207552648237824,0.33105162821891443,Good,1,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32,-0.203820440159418,-0.2856870705950429,Good,1,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
33,-0.6656990679081803,0.19399858403803502,Good,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
34,-1.721421645619637,-1.861797078675156,Poor,0,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
35,2.0395900374774274,1.2218964153946306,Excellent,1,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
36,0.9838674597659707,0.8107372828519923,Excellent,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37,0.5219888320172085,0.8107372828519923,Excellent,1,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
38,-1.0615950345499765,-0.35421359268548264,Average,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
39,0.5879714931241745,1.4274759816659497,Excellent,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,-0.5997164068012143,-0.9024257694090002,Average,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
41,-0.7316817290151464,-0.5597931589568017,Average,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
42,-0.5337337456942483,0.26252510612847474,Good,1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
43,-0.8636470512290784,-0.7653727252281208,Average,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
44,-0.46775108458728215,-0.2856870705950429,Good,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45,-1.0615950345499765,-0.9024257694090002,Average,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
46,-0.07185511794548592,-1.0394788135898796,Average,0,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47,-0.7316817290151464,-0.2856870705950429,Good,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
48,-0.005872456838519888,0.1254720619475953,Good,1,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
49,-0.5997164068012143,0.33105162821891443,Good,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,1.0498501208729367,1.0163168491233114,Excellent,1,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
51,-0.8636470512290784,-0.97095229149944,Average,0,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
52,0.7199368153381066,-0.0115809822332841,Good,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,-0.8636470512290784,-1.7247440344942766,Average,0,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
54,1.445746087514733,0.6051577165806732,Excellent,1,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
55,0.32404084869631034,1.0163168491233114,Excellent,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
56,-2.183300273368399,-1.9303236007655957,Poor,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
57,1.0498501208729367,1.084843371213751,Excellent,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58,-0.9296297123360444,-0.97095229149944,Average,0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
59,-0.5337337456942483,-0.6968462031376811,Average,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
60,-4.360728089898279,-3.5749601309361485,Poor,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
61,0.8519021375520386,0.33105162821891443,Good,1,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62,-1.787404306726603,-2.067376644946475,Poor,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
63,-0.26980310126638407,-0.5597931589568017,Average,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
64,0.19207552648237824,0.7422107607615527,Good,1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
65,-0.46775108458728215,-0.7653727252281208,Average,0,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
66,0.060110204268446155,-0.35421359268548264,Good,1,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
67,-1.3915083400848067,-2.2044296891273545,Poor,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
68,-0.4017684234803161,0.19399858403803502,Good,1,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
69,-0.3357857623733501,-0.7653727252281208,Average,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
70,-1.787404306726603,-0.35421359268548264,Average,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
71,-0.5337337456942483,-0.4227401147759223,Good,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
72,-0.203820440159418,-0.97095229149944,Good,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
73,-1.655438984512671,-1.2450583798611987,Average,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
74,-0.3357857623733501,-0.8338992473185606,Average,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
75,-1.1275776956569425,-1.3821114240420782,Average,0,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
76,-1.4574910011917728,-1.9303236007655957,Average,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
77,-2.381248256689297,-2.9582214321221914,Poor,0,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
78,0.9178847986590046,0.6051577165806732,Excellent,1,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
79,-0.3357857623733501,0.33105162821891443,Good,1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
80,-0.26980310126638407,-0.08010750432372381,Good,1,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
81,-1.2595430178708746,-1.3821114240420782,Average,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
82,-1.1275776956569425,-1.656217512403837,Average,0,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
83,-1.0615950345499765,-1.5191644682229575,Average,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
84,0.3900235098032764,-0.35421359268548264,Good,1,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
85,-1.5894563234057049,-2.067376644946475,Poor,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
86,0.45600617091024237,0.7422107607615527,Excellent,1,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
87,0.6539541542311406,0.9477903270328718,Excellent,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
88,0.32404084869631034,0.1254720619475953,Good,1,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
89,-0.5337337456942483,0.05694553985715561,Good,1,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
90,0.45600617091024237,1.153369893304191,Excellent,1,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
91,-0.07185511794548592,0.19399858403803502,Good,1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
92,-2.5791962400101953,-2.410009255398674,Poor,0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
93,0.32404084869631034,0.6736842386711129,Good,1,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
94,-1.5234736622987388,-1.656217512403837,Average,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,0.8519021375520386,1.153369893304191,Excellent,1,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
96,0.7859194764450727,0.8107372828519923,Excellent,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,-0.07185511794548592,-0.2171605485046032,Good,1,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
98,-0.203820440159418,0.19399858403803502,Good,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
99,-0.5337337456942483,-0.1486340264141635,Good,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
100,-0.07185511794548592,-0.1486340264141635,Good,1,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
101,0.8519021375520386,-0.1486340264141635,Good,1,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
102,0.1260928653754122,0.33105162821891443,Good,1,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
103,1.2477981041938349,1.4960025037563893,Excellent,1,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
104,-0.4017684234803161,-1.7247440344942766,Average,0,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
105,2.1055726985843934,1.153369893304191,Excellent,1,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
106,-0.5337337456942483,-0.1486340264141635,Good,1,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
107,1.379763426407767,2.112741202570347,Excellent,1,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
108,-0.005872456838519888,-0.4227401147759223,Good,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
109,-0.9296297123360444,0.4681046723997938,Good,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
110,0.2580581875893443,-0.35421359268548264,Good,1,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
111,0.7199368153381066,1.35894945957551,Excellent,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,-0.26980310126638407,-0.97095229149944,Average,0,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
113,-0.7976643901221123,-1.1080053356803194,Average,0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
114,-0.9956123734430105,-0.7653727252281208,Average,0,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
115,2.1715553596913595,2.112741202570347,Excellent,1,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
116,1.1818154430868688,0.5366311944902336,Excellent,1,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
117,0.5879714931241745,1.084843371213751,Excellent,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
118,0.7859194764450727,0.8792638049424321,Excellent,1,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
119,-0.9956123734430105,-0.4227401147759223,Average,0,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
120,-0.7316817290151464,-0.0115809822332841,Good,1,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
121,0.8519021375520386,1.5645290258468292,Excellent,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
122,1.6436940708356311,1.35894945957551,Excellent,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
123,1.445746087514733,1.6330555479372688,Excellent,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
124,-0.203820440159418,-0.8338992473185606,Average,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
125,1.1158327819799028,0.7422107607615527,Excellent,1,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
126,1.379763426407767,1.7701085921181483,Excellent,1,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
127,0.3900235098032764,-0.08010750432372381,Good,1,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
128,-0.07185511794548592,0.5366311944902336,Good,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
129,1.0498501208729367,0.8792638049424321,Excellent,1,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
130,-0.9956123734430105,-1.3821114240420782,Average,0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
131,1.511728748621699,1.0163168491233114,Excellent,1,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
132,-0.8636470512290784,-2.2044296891273545,Average,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
133,1.379763426407767,0.33105162821891443,Excellent,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
134,0.5879714931241745,0.8107372828519923,Excellent,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
135,0.5219888320172085,0.6736842386711129,Excellent,1,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
136,-0.5337337456942483,-0.97095229149944,Average,0,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
137,-0.9956123734430105,-1.0394788135898796,Average,0,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
138,0.2580581875893443,-0.97095229149944,Good,1,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
139,-0.46775108458728215,-0.2171605485046032,Good,1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
140,0.32404084869631034,-0.5597931589568017,Good,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
141,0.6539541542311406,0.19399858403803502,Good,1,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
142,-0.46775108458728215,-0.491266636866362,Good,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
143,-1.5894563234057049,-0.97095229149944,Average,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
144,-0.5997164068012143,-1.7932705565847165,Average,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
145,1.445746087514733,0.26252510612847474,Excellent,1,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
146,-2.9091095455450255,-2.067376644946475,Poor,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
147,1.445746087514733,1.0163168491233114,Excellent,1,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
148,0.45600617091024237,-0.08010750432372381,Good,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
149,0.1260928653754122,0.3995781503093541,Good,1,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
150,2.2375380207983255,2.112741202570347,Excellent,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,-0.26980310126638407,-0.1486340264141635,Good,1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
152,0.7199368153381066,-0.1486340264141635,Good,1,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
153,-0.46775108458728215,0.05694553985715561,Good,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
154,-0.7976643901221123,-1.3821114240420782,Average,0,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
155,-0.26980310126638407,-0.1486340264141635,Good,1,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
156,0.2580581875893443,1.35894945957551,Excellent,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
157,-0.005872456838519888,0.33105162821891443,Good,1,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
158,-0.4017684234803161,-0.6283196810472415,Average,1,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
159,-0.3357857623733501,1.153369893304191,Excellent,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
160,-0.005872456838519888,-0.491266636866362,Good,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
161,1.0498501208729367,0.6051577165806732,Excellent,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,0.5879714931241745,1.2904229374850702,Excellent,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
163,-1.1275776956569425,-1.1080053356803194,Average,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
164,-0.9296297123360444,-1.1080053356803194,Average,0,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
165,0.9838674597659707,1.5645290258468292,Excellent,1,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
166,1.9736073763704614,2.112741202570347,Excellent,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
167,-0.8636470512290784,-1.2450583798611987,Average,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
168,-0.5337337456942483,0.4681046723997938,Good,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
169,0.1260928653754122,0.9477903270328718,Excellent,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
